월,일자,두께,소재폭,제품폭,마진,두께그룹,폭그룹,마진그룹,강종,품명그룹,기준장력,No.,생산일,라인,생산지시번호,작업장,소재번호,소유,품명,유형,재질,Size,수량,소재중량,소재길이,제품번호,제품구분,생산중량,수율(%),Size.1,단중,중량,Gross중량,도유,장력1,스피드1,장력2,스피드2,장력3,스피드3,장력,스피드,수요가,OK,NG
7,44379,2.2,837.2,837.2,0.0,1.9≤t＜5.0,800≤w＜900,정정,60K,GI 외,350,1993,20210702,STL,DP210702035,OO철강(주)XX공장,21/CQJ264-C01,임가공,CR,Skelp,ISC SPFC590DP,2.275 x 837.2 x C,1,16880,1136.0,21/CQJ264-P01,제품,16870,99.94,2.275 x 837.2 x C,16870.0,16870,16880,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
6,44369,1.1,1527.0,1527.0,0.0,1.1≤t＜1.2,1500≤w＜1600,정정,일반,GI 외,360,1928,20210622,STL,DP210621051,OO철강(주)XX공장,21/BAU5889-C01,임가공,CR,Skelp,SPCD,1.191 x 1527 x C,1,29290,2064.0,21/BAU5889-P02,제품,29250,99.86,1.191 x 1527 x C,9810.0,9810,9763,AG,405.0,180.0,444.0,202.0,401.0,175.0,417,186,OO제철(주)XX,1,0
5,44327,0.4,1222.3,1222.3,0.0,0.4≤t≤0.5,1200≤w＜1300,정정,일반,GI 외,200,1468,20210511,STL,DP210504176,OO철강(주)XX공장,21/BAS8414A-C01,임가공,GI,Skelp,A653-CS/B,0.49 x 1222.3 x C,1,5860,1276.0,21/BAS8414A-P01,제품,5850,99.83,0.49 x 1222.3 x C,5850.0,5850,5860,XX,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
2,44239,1.9,1052.9,1052.9,0.0,1.9≤t＜5.0,1000≤w＜1100,정정,일반,GI 외,380,503,20210212,STL,DP210211039,OO철강(주)XX공장,21/BAR1740A-C01,임가공,GA,Skelp,SGAPH440,1.993 x 1052.9 x C,1,11710,716.0,21/BAR1740A-P01,제품,11730,100.17,1.993 x 1052.9 x C,11730.0,11730,11710,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
7,44407,0.8,1545.2,1530.0,15.200000000000044,0.8≤t＜0.9,1500≤w＜1600,6mm↑,일반,GI 외,290,2308,20210730,STL,DP210729043,OO철강(주)XX공장,21/BAV8290-C01,임가공,GI,Skelp,KS-SGCC,0.808 x 1545.2 x C,1,29280,3039.0,21/BAV8290-P03,제품,29020,99.11,0.808 x 1530 x C,4840.0,4840,4832,XX,355.0,160.0,354.0,160.0,338.0,145.0,349,155,OO제철(주)XX,1,0
5,44319,0.4,1190.3,1181.0,9.299999999999956,0.4≤t≤0.5,1100≤w＜1200,6mm↑,일반,GI 외,200,1220,20210503,STL,DP210429090,OO철강(주)XX공장,21/BAT3842-C01,임가공,GI,Skelp,JS-SGCC,0.416 x 1190.3 x C,1,26280,6863.0,21/BAT3842-P02,제품,26030,99.05,0.416 x 1181 x C,13000.0,13000,13037,XX,237.0,96.0,250.0,100.0,269.0,100.0,252,99,OO제철(주)XX,1,0
2,44238,1.6,1067.4,1067.4,0.0,1.6≤t＜1.7,1000≤w＜1100,정정,60K,GI 외,340,493,20210211,STL,DP210211063,OO철강(주)XX공장,21/CQK152B-C01,임가공,CR,Skelp,ISC SPFC590,1.609 x 1067.4 x C,1,11070,825.0,21/CQK152B-P01,제품,11080,100.09,1.609 x 1067.4 x C,11080.0,11080,11070,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
5,44336,1.4,1260.6,1248.0,12.599999999999907,1.4≤t＜1.5,1200≤w＜1300,6mm↑,80K,GI 외,350,1563,20210520,STL,DP210517256,OO철강(주)XX공장,21/CRK790-C01,임가공,GA,Skelp,SGAFC780DP,1.426 x 1260.6 x C,1,27520,1993.0,21/CRK790-P01,제품,27290,99.16,1.426 x 1248 x C,13660.0,13660,13622,AG,333.0,162.0,338.0,162.0,344.0,153.0,338,159,OO제철(주)XX,0,1
5,44340,1.9,988.1,988.1,0.0,1.9≤t＜5.0,900≤w＜1000,정정,60K,GI 외,380,1623,20210524,STL,DP210521055,OO철강(주)XX공장,21/CRJ669A-F02,자사임,GA,Skelp,SGAFC590DP,1.986 x 988.1 x C,1,10770,0.0,21/CRJ669A-P03,제품,10690,99.26,1.986 x 988.1 x C,10690.0,10690,10770,AG,422.0,159.0,447.0,160.0,426.0,140.0,432,153,OO제철(주)XX,1,0
5,44321,1.1,1208.7,1208.7,0.0,1.1≤t＜1.2,1200≤w＜1300,정정,일반,GI 외,310,1290,20210505,STL,DP210504143,OO철강(주)XX공장,21/BAT4837C-C01,임가공,CR,Skelp,EN-DC01 A,1.11 x 1208.7 x C,1,8870,849.0,21/BAT4837C-P01,제품,8830,99.55,1.11 x 1208.7 x C,8830.0,8830,8870,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
5,44337,1.2,1286.8,1286.8,0.0,1.2≤t＜1.3,1200≤w＜1300,정정,100K,GI 외,320,1588,20210521,STL,DP210517267,OO철강(주)XX공장,21/CRH608A-C01,임가공,GA,Skelp,SGAFC980Y,1.21 x 1286.8 x C,1,11920,991.0,21/CRH608A-P01,제품,11830,99.24,1.21 x 1286.8 x C,11830.0,11830,11920,AG,372.0,159.0,365.0,159.0,351.0,144.0,363,154,OO제철(주)XX,1,0
5,44319,4.5,1240.3,1220.0,20.299999999999955,1.9≤t＜5.0,1200≤w＜1300,6mm↑,일반,GI 외,430,1228,20210503,STL,DP210430079,OO철강(주)XX공장,21/BAT6559-C01,임가공,PO,Skelp,SAPH440-P,4.545 x 1240.3 x C,1,27330,617.0,21/BAT6559-P01,제품,26870,98.32,4.545 x 1220 x C,13410.0,13410,13441,AG,259.0,50.0,261.0,50.0,281.0,46.0,267,49,OO제철(주)XX,0,1
1,44212,0.6,891.2,870.0,21.200000000000045,0.6≤t＜0.7,800≤w＜900,6mm↑,일반,GI 오일링,200,186,20210116,STL,DP210111131,OO철강(주)XX공장,21/BAQ5415-C01,임가공,GI,Skelp,PSA-ES+Z,0.679 x 891.2 x C,1,15800,3370.0,21/BAQ5415-P01,제품,15500,98.1,0.679 x 870 x C,15500.0,15500,15424,QG,268.0,154.0,262.0,154.0,288.0,140.0,273,149,OO제철(주)XX,1,0
3,44274,1.8,1188.4,1169.0,19.40000000000009,1.8≤t＜1.9,1100≤w＜1200,6mm↑,일반,GI 외,390,739,20210319,STL,DP210318111,OO철강(주)XX공장,21/CQT417-C01,임가공,AC,Skelp,SABC1470,1.835 x 1188.4 x C,1,22900,1379.0,21/CQT417-P02,제품,22510,98.3,1.835 x 1169 x C,11150.0,11150,11263,AL,358.0,108.0,410.0,147.0,369.0,109.0,379,121,OO제철(주)XX,0,1
1,44215,0.6,1495.0,1479.0,16.0,0.6≤t＜0.7,1400≤w＜1500,6mm↑,일반,GI 외,220,233,20210119,STL,DP210111134,OO철강(주)XX공장,21/BAP7431A-C01,임가공,GA,Skelp,SGACUD,0.656 x 1495 x C,1,10480,1383.0,21/BAP7431A-P01,제품,10390,99.14,0.656 x 1479 x C,10390.0,10390,10368,AL,210.0,57.0,240.0,79.0,263.0,94.0,238,77,OO제철(주)XX,0,1
5,44340,1.4,1436.4,1421.0,15.400000000000093,1.4≤t＜1.5,1400≤w＜1500,6mm↑,일반,GI 외,390,1620,20210524,STL,DP210517253,OO철강(주)XX공장,21/CRH504-C01,임가공,AC,Skelp,SABC1470,1.429 x 1436.4 x C,1,28570,1841.0,21/CRH504-P03,제품,28220,98.77,1.429 x 1421 x C,9370.0,9370,9421,AL,410.0,146.0,417.0,157.0,367.0,118.0,398,140,OO제철(주)XX,1,0
1,44214,1.2,1248.3,1242.0,6.2999999999999545,1.2≤t＜1.3,1200≤w＜1300,6mm↑,일반,GI 오일링,380,198,20210118,STL,DP210109014,OO철강(주)XX공장,21/CPU869A-C01,임가공,GI,Skelp,VW-CR240LAD+Z,1.202 x 1248.3 x C,1,14620,1255.0,21/CPU869A-P01,제품,14540,99.45,1.202 x 1242 x C,14540.0,14540,14546,FH,212.0,60.0,252.0,60.0,275.0,51.0,246,57,OO제철(주)XX,0,1
2,44239,0.7,1019.5,1019.5,0.0,0.7≤t＜0.8,1000≤w＜1100,정정,일반,GI 오일링,220,509,20210212,STL,DP210211049,OO철강(주)XX공장,21/BAP6947B-C01,임가공,GI,Skelp,SGCC-C,0.705 x 1019.5 x C,1,9360,1677.0,21/BAP6947B-P01,제품,9390,100.32,0.705 x 1019.5 x C,9390.0,9390,9360,AL,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
2,44241,2.0,1163.3,1163.3,0.0,1.9≤t＜5.0,1100≤w＜1200,정정,일반,GI 외,410,553,20210214,STL,DP210212005,OO철강(주)XX공장,21/CQG062A-C01,임가공,CR,Skelp,SPCD,2.003 x 1163.3 x C,1,12750,703.0,21/CQG062A-P01,제품,12660,99.29,2.003 x 1163.3 x C,12660.0,12660,12750,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
5,44343,1.6,1099.5,924.0,175.5,1.6≤t＜1.7,900≤w＜1000,6mm↑,80K,GI 외,320,1688,20210527,STL,DP210521062,OO철강(주)XX공장,21/CRH787-C01,임가공,CR,Skelp,SPFC780DP,1.616 x 1099.5 x C,1,23190,1683.0,21/CRH787-P01,제품,19520,84.17,1.616 x 924 x C,9740.0,9740,9744,AH,349.0,163.0,363.0,172.0,374.0,163.0,362,166,OO제철(주)XX,1,0
1,44208,3.2,941.4,926.0,15.399999999999975,1.9≤t＜5.0,900≤w＜1000,6mm↑,일반,GI 외,380,147,20210112,STL,DP210104031,OO철강(주)XX공장,21/BAQ2876-C01,임가공,PO,Skelp,JS-SPHC,3.25 x 941.4 x C,1,19610,819.0,21/BAQ2876-P01,제품,19090,97.35,3.25 x 926 x C,19090.0,19090,19289,AG,357.0,98.0,476.0,129.0,563.0,86.0,465,104,OO제철(주)XX,0,1
7,44407,0.8,1542.7,1530.0,12.700000000000044,0.8≤t＜0.9,1500≤w＜1600,6mm↑,일반,GI 외,290,2302,20210730,STL,DP210729042,OO철강(주)XX공장,21/BAV7850-C01,임가공,GI,Skelp,KS-SGCC,0.808 x 1542.7 x C,1,29460,3057.0,21/BAV7850-P03,제품,29250,99.29,0.808 x 1530 x C,4860.0,4860,4870,XX,450.0,200.0,437.0,201.0,401.0,187.0,429,196,OO제철(주)XX,1,0
7,44401,0.6,1588.9,1373.0,215.9000000000001,0.6≤t＜0.7,1300≤w＜1400,6mm↑,일반,GI 오일링,240,2206,20210724,STL,DP210722028,OO철강(주)XX공장,21/BAV2730B-C01,임가공,GI,Skelp,FEP05+Z,0.655 x 1588.9 x C,1,16640,2061.0,21/BAV2730B-P01,제품,14370,86.36,0.655 x 1373 x C,14370.0,14370,14379,AH,310.0,126.0,308.0,125.0,326.0,123.0,315,125,OO제철(주)XX,1,0
5,44321,1.2,1407.1,1407.1,0.0,1.2≤t＜1.3,1400≤w＜1500,정정,60K,GI 외,370,1257,20210505,STL,DP210504075,OO철강(주)XX공장,21/CRE264B-C01,임가공,CR,Skelp,SPFC590,1.205 x 1407.1 x C,1,11640,889.0,21/CRE264B-P01,제품,11620,99.83,1.205 x 1407.1 x C,11620.0,11620,11640,AS,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
7,44403,1.2,1185.7,1171.0,14.700000000000044,1.2≤t＜1.3,1100≤w＜1200,6mm↑,일반,GI 오일링,370,2217,20210726,STL,DP210723092,OO철강(주)XX공장,21/BAV7362-C01,임가공,GI,Skelp,SGCC,1.224 x 1185.7 x C,1,26230,2333.0,21/BAV7362-P02,제품,25910,98.78,1.224 x 1171 x C,12940.0,12940,12952,AL,340.0,159.0,363.0,157.0,351.0,148.0,351,155,OO제철(주)XX,0,1
5,44319,4.5,1240.3,1220.0,20.299999999999955,1.9≤t＜5.0,1200≤w＜1300,6mm↑,일반,GI 외,430,1229,20210503,STL,DP210430079,OO철강(주)XX공장,21/BAT6559-C01,임가공,PO,Skelp,SAPH440-P,4.545 x 1240.3 x C,1,27330,617.0,21/BAT6559-P02,제품,26870,98.32,4.545 x 1220 x C,13460.0,13460,13441,AG,270.0,49.0,278.0,49.0,297.0,47.0,282,48,OO제철(주)XX,0,1
7,44397,0.6,1587.6,1373.0,214.5999999999999,0.6≤t＜0.7,1300≤w＜1400,6mm↑,일반,GI 오일링,240,2150,20210720,STL,DP210719123,OO철강(주)XX공장,21/BAV2731A-C01,임가공,GI,Skelp,FEP05+Z,0.655 x 1587.6 x C,1,16580,2054.0,21/BAV2731A-P01,제품,14360,86.61,0.655 x 1373 x C,14360.0,14360,14339,AH,346.0,144.0,383.0,171.0,368.0,157.0,366,157,OO제철(주)XX,1,0
2,44245,0.7,1653.7,1604.0,49.700000000000045,0.7≤t＜0.8,1600≤w＜1700,6mm↑,일반,GI 외,290,569,20210218,STL,DP210201084,OO철강(주)XX공장,21/BAR1389B-C01,임가공,GA,Skelp,SGACC,0.704 x 1653.7 x C,1,14260,1595.0,21/BAR1389B-P01,제품,13910,97.55,0.704 x 1604 x C,13910.0,13910,13831,AG,315.0,151.0,293.0,151.0,273.0,140.0,294,147,OO제철(주)XX,1,0
7,44407,0.8,1542.7,1530.0,12.700000000000044,0.8≤t＜0.9,1500≤w＜1600,6mm↑,일반,GI 외,290,2300,20210730,STL,DP210729042,OO철강(주)XX공장,21/BAV7850-C01,임가공,GI,Skelp,KS-SGCC,0.808 x 1542.7 x C,1,29460,3057.0,21/BAV7850-P01,제품,29250,99.29,0.808 x 1530 x C,4880.0,4880,4870,XX,370.0,175.0,365.0,187.0,349.0,185.0,361,182,OO제철(주)XX,1,0
1,44201,2.0,1389.3,1389.3,0.0,1.9≤t＜5.0,1300≤w＜1400,정정,일반,GI 외,430,35,20210105,STL,DP210104035,OO철강(주)XX공장,21/BAQ3709A-C01,임가공,GA,Skelp,SGACC,2.013 x 1389.3 x C,1,10850,499.0,21/BAQ3709A-P01,제품,10890,100.37,2.013 x 1389.3 x C,10890.0,10890,10850,AH,303.0,59.0,326.0,60.0,339.0,57.0,323,59,OO제철(주)XX,0,1
5,44322,1.1,1209.0,1209.0,0.0,1.1≤t＜1.2,1200≤w＜1300,정정,일반,GI 외,310,1309,20210506,STL,DP210504055,OO철강(주)XX공장,21/BAT4827B-C01,임가공,CR,Skelp,EN-DC01 A,1.108 x 1209 x C,1,8390,805.0,21/BAT4827B-P01,제품,8350,99.52,1.108 x 1209 x C,8350.0,8350,8390,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
1,44202,0.9,883.5,883.5,0.0,0.9≤t＜1.0,800≤w＜900,정정,일반,GI 외,200,63,20210106,STL,DP210106085,OO철강(주)XX공장,21/BAP8680A-C01,임가공,GA,Skelp,SGACUD,0.902 x 883.5 x C,1,9920,1601.0,21/BAP8680A-P01,제품,9080,91.53,0.902 x 883.5 x C,9080.0,9080,9920,AL,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
7,44406,1.2,1247.5,1223.0,24.5,1.2≤t＜1.3,1200≤w＜1300,6mm↑,일반,GI 외,320,2267,20210729,STL,DP210723095,OO철강(주)XX공장,21/BAV6524-C01,임가공,GA,Skelp,SGACC,1.208 x 1247.5 x C,1,25800,2202.0,21/BAV6524-P02,제품,25100,97.29,1.208 x 1223 x C,12570.0,12570,12647,AG,290.0,103.0,388.0,157.0,389.0,154.0,356,138,OO제철(주)XX,0,1
4,44299,0.6,1352.9,1337.0,15.900000000000093,0.6≤t＜0.7,1300≤w＜1400,6mm↑,일반,GI 오일링,240,976,20210413,STL,DP210412100,OO철강(주)XX공장,21/BAS8216-C01,임가공,GI,Skelp,VW-CR210LAD+Z,0.698 x 1352.9 x C,1,29540,4053.0,21/BAS8216-P01,제품,29210,98.88,0.698 x 1337 x C,14520.0,14520,14596,FG,280.0,153.0,279.0,153.0,278.0,117.0,279,141,OO제철(주)XX,1,0
1,44215,0.7,1565.3,1565.3,0.0,0.7≤t＜0.8,1500≤w＜1600,정정,60K,GI 외,260,244,20210119,STL,DP210114072,OO철강(주)XX공장,21/CPY044B-C01,임가공,GA,Skelp,SGAFC590,0.702 x 1565.3 x C,1,11060,1309.0,21/CPY044B-P01,제품,11070,100.09,0.702 x 1565.3 x C,11070.0,11070,11060,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
1,44200,0.6,1506.3,1488.0,18.299999999999955,0.6≤t＜0.7,1400≤w＜1500,6mm↑,일반,GI 외,220,20,20210104,STL,DP210103001,OO철강(주)XX공장,20/BAQ0371A-C01,임가공,GA,Skelp,SGACUD,0.658 x 1506.3 x C,1,9850,1291.0,20/BAQ0371A-P01,제품,9740,98.88,0.658 x 1488 x C,9740.0,9740,9730,AL,305.0,136.0,305.0,148.0,290.0,135.0,300,140,OO제철(주)XX,1,0
3,44286,2.3,1228.3,1228.3,0.0,1.9≤t＜5.0,1200≤w＜1300,정정,일반,GI 외,430,853,20210331,STL,DP210330068,OO철강(주)XX공장,21/BAS4362B-C01,임가공,GA,Skelp,SGAPH370,2.339 x 1228.3 x C,1,13670,608.0,21/BAS4362B-P01,제품,13580,99.34,2.339 x 1228.3 x C,13580.0,13580,13670,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
3,44271,1.4,1067.9,1054.0,13.900000000000093,1.4≤t＜1.5,1000≤w＜1100,6mm↑,80K,GI 외,320,700,20210316,STL,DP210315052,OO철강(주)XX공장,21/CQW220-C01,임가공,CR,Skelp,ISC SPFC780DP,1.421 x 1067.9 x C,1,20590,1758.0,21/CQW220-P01,제품,20330,98.74,1.421 x 1054 x C,10160.0,10160,10161,AH,266.0,95.0,331.0,151.0,335.0,141.0,311,129,OO제철(주)XX,0,1
4,44295,1.6,899.4,884.0,15.399999999999975,1.6≤t＜1.7,800≤w＜900,6mm↑,80K,GI 외,310,956,20210409,STL,DP210407023,OO철강(주)XX공장,21/CQZ284-C01,임가공,CR,Skelp,ISC SPFC780DP,1.619 x 899.4 x C,1,19140,1693.0,21/CQZ284-P02,제품,18820,98.33,1.619 x 884 x C,9410.0,9410,9406,AH,400.0,143.0,437.0,151.0,415.0,127.0,417,140,OO제철(주)XX,1,0
1,44201,1.9,1231.0,1231.0,0.0,1.9≤t＜5.0,1200≤w＜1300,정정,일반,GI 외,430,29,20210105,STL,DP210104028,OO철강(주)XX공장,21/BAQ3492B-C01,임가공,GA,Skelp,SGACUD,1.952 x 1231 x C,1,13270,711.0,21/BAQ3492B-P01,제품,13320,100.38,1.952 x 1231 x C,13320.0,13320,13270,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
4,44300,0.5,1551.5,1530.0,21.5,0.5≤t≤0.6,1500≤w＜1600,6mm↑,일반,GI 외,200,996,20210414,STL,DP210409166,OO철강(주)XX공장,21/BAS7349-C01,임가공,GI,Skelp,KS-SGCC,0.507 x 1551.5 x C,1,26350,4335.0,21/BAS7349-P03,제품,25990,98.63,0.507 x 1530 x C,4330.0,4330,4331,XX,286.0,143.0,285.0,156.0,266.0,145.0,279,148,OO제철(주)XX,1,0
5,44335,3.0,1501.6,1501.6,0.0,1.9≤t＜5.0,1500≤w＜1600,정정,일반,GI 외,430,1550,20210519,STL,DP210512100,OO철강(주)XX공장,21/BAT4514-C01,임가공,PO,Skelp,EN-S355MC,3.008 x 1501.6 x C,1,23690,668.0,21/BAT4514-P01,제품,23670,99.92,3.008 x 1501.6 x C,18660.0,18660,23690,AG,280.0,49.0,280.0,49.0,280.0,49.0,280,49,OO제철(주)XX,0,1
4,44288,1.2,1645.4,1640.0,5.400000000000091,1.2≤t＜1.3,1600≤w＜1700,6mm↓,일반,GI 외,400,891,20210402,STL,DP210331065,OO철강(주)XX공장,21/BAS1789B-C01,임가공,GA,Skelp,SGACC,1.208 x 1645.4 x C,1,9790,642.0,21/BAS1789B-P01,제품,9850,100.61,1.208 x 1640 x C,9850.0,9850,9758,AL,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
6,44368,1.6,1270.2,1158.0,112.20000000000005,1.6≤t＜1.7,1100≤w＜1200,6mm↑,80K,GI 외,360,1902,20210621,STL,DP210621014,OO철강(주)XX공장,21/CRP710-C01,임가공,CR,Skelp,SPFC780DP,1.612 x 1270.2 x C,1,25520,1602.0,21/CRP710-P01,제품,23300,91.3,1.612 x 1158 x C,11540.0,11540,11633,AH,291.0,123.0,299.0,123.0,320.0,111.0,303,119,OO제철(주)XX,0,1
1,44201,1.5,1387.7,1370.0,17.700000000000045,1.5≤t＜1.6,1300≤w＜1400,6mm↑,일반,GI 외,390,33,20210105,STL,DP210104034,OO철강(주)XX공장,21/BAQ3410-C01,임가공,GA,Skelp,SGARC440,1.591 x 1387.7 x C,1,28970,1706.0,21/BAQ3410-P01,제품,28780,99.34,1.591 x 1370 x C,14380.0,14380,14300,AG,362.0,148.0,367.0,161.0,365.0,151.0,365,153,OO제철(주)XX,0,1
7,44398,2.0,1532.6,1532.6,0.0,1.9≤t＜5.0,1500≤w＜1600,정정,일반,GI 외,430,2164,20210721,STL,DP210716010,OO철강(주)XX공장,21/BAV4092B-C01,임가공,PO,Skelp,KS-SPHC,2.023 x 1532.6 x C,1,22800,942.0,21/BAV4092B-P02,제품,21340,93.6,2.023 x 1532.6 x C,10570.0,10570,11400,AG,530.0,202.0,530.0,201.0,477.0,175.0,512,193,OO제철(주)XX,1,0
4,44306,1.2,1540.2,1530.0,10.200000000000044,1.2≤t＜1.3,1500≤w＜1600,6mm↑,일반,GI 외,380,1064,20210420,STL,DP210414106,OO철강(주)XX공장,21/BAT0610-C01,임가공,GI,Skelp,KS-SGCC,1.202 x 1540.2 x C,1,26220,1832.0,21/BAT0610-P03,제품,26050,99.35,1.202 x 1530 x C,5220.0,5220,5209,XX,245.0,72.0,297.0,104.0,337.0,127.0,293,101,OO제철(주)XX,0,1
1,44204,1.1,1714.8,1710.0,4.7999999999999545,1.1≤t＜1.2,1700≤w＜1800,6mm↓,일반,GI 외,410,94,20210108,STL,DP210106084,OO철강(주)XX공장,21/BAQ3746A-C01,임가공,GA,Skelp,SGARC340,1.12 x 1714.8 x C,1,10970,740.0,21/BAQ3746A-P01,제품,10910,99.45,1.12 x 1710 x C,10910.0,10910,10939,AH,303.0,40.0,335.0,50.0,350.0,48.0,329,46,OO제철(주)XX,0,1
5,44327,0.4,1228.8,1228.8,0.0,0.4≤t≤0.5,1200≤w＜1300,정정,일반,GI 외,200,1474,20210511,STL,DP210504188,OO철강(주)XX공장,21/BAS7203A-C01,임가공,GI,Skelp,KS-SGCC,0.499 x 1228.8 x C,1,8330,1761.0,21/BAS7203A-P01,제품,8320,99.88,0.499 x 1228.8 x C,8320.0,8320,8330,XX,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
1,44215,2.0,1223.5,1223.5,0.0,1.9≤t＜5.0,1200≤w＜1300,정정,일반,GI 외,430,236,20210119,STL,DP210113031,OO철강(주)XX공장,21/BAQ6310A-C01,임가공,GA,Skelp,SGACC,2.011 x 1223.5 x C,1,13620,714.0,21/BAQ6310A-P01,제품,13660,100.29,2.011 x 1223.5 x C,13660.0,13660,13620,AG,390.0,165.0,378.0,166.0,355.0,148.0,374,160,OO제철(주)XX,0,1
5,44337,0.6,1089.3,1071.0,18.299999999999955,0.6≤t＜0.7,1000≤w＜1100,6mm↑,일반,GI 오일링,200,1577,20210521,STL,DP210503116,OO철강(주)XX공장,21/BAS9686-C01,임가공,GI,Skelp,EN-DX57D+Z,0.695 x 1089.3 x C,1,14360,2446.0,21/BAS9686-P01,제품,14120,98.33,0.695 x 1071 x C,14120.0,14120,14119,F1,290.0,152.0,290.0,152.0,298.0,145.0,293,150,OO제철(주)XX,1,0
4,44316,1.0,1103.9,1089.0,14.900000000000093,1.0≤t＜1.1,1000≤w＜1100,6mm↑,80K,GI 외,250,1180,20210430,STL,DP210429015,OO철강(주)XX공장,21/CRF459-C01,임가공,CR,Skelp,ISC SPFC780DP,1.009 x 1103.9 x C,1,24600,2856.0,21/CRF459-P03,제품,24280,98.7,1.009 x 1089 x C,8140.0,8140,8089,AH,460.0,201.0,427.0,202.0,395.0,186.0,427,196,OO제철(주)XX,1,0
3,44271,0.6,1599.7,1539.0,60.700000000000045,0.6≤t＜0.7,1500≤w＜1600,6mm↑,일반,GI 외,230,692,20210316,STL,DP210311029,OO철강(주)XX공장,21/BAR3352B-C01,임가공,GA,Skelp,SGACUD,0.615 x 1599.7 x C,1,16300,2135.0,21/BAR3352B-P01,제품,15690,96.26,0.615 x 1539 x C,7840.0,7840,7841,AG,284.0,117.0,333.0,151.0,318.0,144.0,312,137,OO제철(주)XX,1,0
4,44292,0.6,1381.0,1364.0,17.0,0.6≤t＜0.7,1300≤w＜1400,6mm↑,일반,GI 외,200,915,20210406,STL,DP210405093,OO철강(주)XX공장,21/BAS7880-C01,임가공,GA,Skelp,SGACC,0.609 x 1381 x C,1,28530,4389.0,21/BAS7880-P01,제품,28120,98.56,0.609 x 1364 x C,14080.0,14080,14089,AG,267.0,141.0,279.0,151.0,294.0,148.0,280,147,OO제철(주)XX,1,0
2,44238,1.6,1153.5,1153.5,0.0,1.6≤t＜1.7,1100≤w＜1200,정정,일반,GI 외,360,492,20210211,STL,DP210211059,OO철강(주)XX공장,21/BAR2532A-C01,임가공,GA,Skelp,SGAPH440,1.614 x 1153.5 x C,1,11670,809.0,21/BAR2532A-P01,제품,11670,100.0,1.614 x 1153.5 x C,11670.0,11670,11670,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
4,44302,0.8,1310.1,1305.0,5.099999999999909,0.8≤t＜0.9,1300≤w＜1400,6mm↓,일반,GI 외,270,1021,20210416,STL,DP210413065,OO철강(주)XX공장,21/BAS7901A-C01,임가공,GA,Skelp,SGACUD,0.899 x 1310.1 x C,1,11490,1261.0,21/BAS7901A-P01,제품,11410,99.3,0.899 x 1305 x C,11410.0,11410,11445,AG,233.0,59.0,262.0,59.0,283.0,55.0,259,58,OO제철(주)XX,0,1
1,44221,1.0,1182.2,1165.0,17.200000000000045,1.0≤t＜1.1,1100≤w＜1200,6mm↑,80K,GI 외,270,315,20210125,STL,DP210122022,OO철강(주)XX공장,21/CQJ369-C01,임가공,CR,Skelp,SPFC780DP,1.013 x 1182.2 x C,1,25640,2772.0,21/CQJ369-P02,제품,24780,96.65,1.013 x 1165 x C,12420.0,12420,12633,AH,320.0,155.0,320.0,155.0,310.0,142.0,317,151,OO제철(주)XX,1,0
5,44327,3.2,1483.5,1471.0,12.5,1.9≤t＜5.0,1400≤w＜1500,6mm↑,일반,GI 외,430,1456,20210511,STL,DP210427047,OO철강(주)XX공장,21/BAT4060A-C01,임가공,PO,Skelp,KS-SPHC,3.221 x 1483.5 x C,1,10970,293.0,21/BAT4060A-P01,제품,9110,83.04,3.221 x 1471 x C,9110.0,9110,10878,AG,275.0,59.0,285.0,58.0,289.0,54.0,283,57,OO제철(주)XX,0,1
7,44405,1.9,1594.0,1594.0,0.0,1.9≤t＜5.0,1500≤w＜1600,정정,일반,GI 외,430,2255,20210728,STL,DP210723151,OO철강(주)XX공장,21/BAV6445C-C01,임가공,GA,Skelp,A653-FS/B,1.947 x 1594 x C,1,11460,477.0,21/BAV6445C-P01,제품,11450,99.91,1.947 x 1594 x C,11450.0,11450,11460,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
